bottom_left_x,bottom_left_y,top_left_x,top_left_y,top_right_x,top_right_y,bottom_right_x,bottom_right_y,starbucks,cu,seven11,gs25,olive0,mcdonalds
37.5701913,126.8599894,37.585133899999995,126.8599894,37.585133899999995,126.8689825,37.5701913,126.8689825,0,0,0,0,0,0
37.5253635,126.8689825,37.540306099999995,126.8689825,37.540306099999995,126.8779756,37.5253635,126.8779756,5,1,1,0,1,0
37.5104209,126.8689825,37.5253635,126.8689825,37.5253635,126.8779756,37.5104209,126.8779756,1,3,2,1,2,0
37.4954783,126.8689825,37.5104209,126.8689825,37.5104209,126.8779756,37.4954783,126.8779756,0,0,0,1,1,0
37.5701913,126.8689825,37.585133899999995,126.8689825,37.585133899999995,126.8779756,37.5701913,126.8779756,0,0,0,0,0,0
37.5552487,126.8689825,37.5701913,126.8689825,37.5701913,126.8779756,37.5552487,126.8779756,0,0,0,0,0,0
37.5403061,126.8689825,37.5552487,126.8689825,37.5552487,126.8779756,37.5403061,126.8779756,1,0,1,1,1,1
37.4954783,126.8779756,37.5104209,126.8779756,37.5104209,126.8869687,37.4954783,126.8869687,2,0,0,1,1,0
37.5253635,126.8779756,37.540306099999995,126.8779756,37.540306099999995,126.8869687,37.5253635,126.8869687,3,1,1,1,0,1
37.4805357,126.8779756,37.495478299999995,126.8779756,37.495478299999995,126.8869687,37.4805357,126.8869687,2,0,0,0,0,1
37.5104209,126.8779756,37.5253635,126.8779756,37.5253635,126.8869687,37.5104209,126.8869687,0,0,0,1,0,0
37.5701913,126.8779756,37.585133899999995,126.8779756,37.585133899999995,126.8869687,37.5701913,126.8869687,0,0,1,0,0,0
37.5851339,126.8779756,37.6000765,126.8779756,37.6000765,126.8869687,37.5851339,126.8869687,0,0,0,0,0,0
37.5552487,126.8779756,37.5701913,126.8779756,37.5701913,126.8869687,37.5552487,126.8869687,0,0,0,0,0,0
37.5403061,126.8779756,37.5552487,126.8779756,37.5552487,126.8869687,37.5403061,126.8869687,0,0,0,0,0,0
37.5104209,126.8869687,37.5253635,126.8869687,37.5253635,126.8959618,37.5104209,126.8959618,1,1,0,5,2,0
37.4655931,126.8869687,37.4805357,126.8869687,37.4805357,126.8959618,37.4655931,126.8959618,3,2,2,0,2,1
37.4805357,126.8869687,37.495478299999995,126.8869687,37.495478299999995,126.8959618,37.4805357,126.8959618,4,2,0,0,0,1
37.5403061,126.8869687,37.5552487,126.8869687,37.5552487,126.8959618,37.5403061,126.8959618,0,0,0,2,0,0
37.4954783,126.8869687,37.5104209,126.8869687,37.5104209,126.8959618,37.4954783,126.8959618,2,1,2,3,3,2
37.5552487,126.8869687,37.5701913,126.8869687,37.5701913,126.8959618,37.5552487,126.8959618,0,0,0,0,0,0
37.5701913,126.8869687,37.585133899999995,126.8869687,37.585133899999995,126.8959618,37.5701913,126.8959618,5,0,3,2,3,1
37.5851339,126.8869687,37.6000765,126.8869687,37.6000765,126.8959618,37.5851339,126.8959618,0,1,0,0,0,0
37.5253635,126.8869687,37.540306099999995,126.8869687,37.540306099999995,126.8959618,37.5253635,126.8959618,1,4,1,2,1,1
37.4954783,126.8959618,37.5104209,126.8959618,37.5104209,126.90495489999999,37.4954783,126.90495489999999,0,2,1,0,0,0
37.5104209,126.8959618,37.5253635,126.8959618,37.5253635,126.90495489999999,37.5104209,126.90495489999999,4,2,1,2,2,0
37.4506505,126.8959618,37.4655931,126.8959618,37.4655931,126.90495489999999,37.4506505,126.90495489999999,0,1,0,0,2,0
37.4655931,126.8959618,37.4805357,126.8959618,37.4805357,126.90495489999999,37.4655931,126.90495489999999,1,1,1,1,2,0
37.4805357,126.8959618,37.495478299999995,126.8959618,37.495478299999995,126.90495489999999,37.4805357,126.90495489999999,2,5,1,5,3,0
37.5701913,126.8959618,37.585133899999995,126.8959618,37.585133899999995,126.90495489999999,37.5701913,126.90495489999999,0,0,0,1,0,0
37.5552487,126.8959618,37.5701913,126.8959618,37.5701913,126.90495489999999,37.5552487,126.90495489999999,0,3,4,1,3,0
37.5851339,126.8959618,37.6000765,126.8959618,37.6000765,126.90495489999999,37.5851339,126.90495489999999,0,0,0,0,0,0
37.5403061,126.8959618,37.5552487,126.8959618,37.5552487,126.90495489999999,37.5403061,126.90495489999999,0,0,2,1,0,0
37.5253635,126.8959618,37.540306099999995,126.8959618,37.540306099999995,126.90495489999999,37.5253635,126.90495489999999,4,4,2,2,1,0
37.4805357,126.9049549,37.495478299999995,126.9049549,37.495478299999995,126.913948,37.4805357,126.913948,1,1,1,1,2,0
37.4506505,126.9049549,37.4655931,126.9049549,37.4655931,126.913948,37.4506505,126.913948,0,0,0,0,1,0
37.5552487,126.9049549,37.5701913,126.9049549,37.5701913,126.913948,37.5552487,126.913948,1,2,2,3,1,1
37.5253635,126.9049549,37.540306099999995,126.9049549,37.540306099999995,126.913948,37.5253635,126.913948,1,0,2,0,0,0
37.5104209,126.9049549,37.5253635,126.9049549,37.5253635,126.913948,37.5104209,126.913948,2,3,3,2,3,1
37.4357079,126.9049549,37.450650499999995,126.9049549,37.450650499999995,126.913948,37.4357079,126.913948,0,0,0,0,0,0
37.4655931,126.9049549,37.4805357,126.9049549,37.4805357,126.913948,37.4655931,126.913948,0,0,0,0,0,0
37.4954783,126.9049549,37.5104209,126.9049549,37.5104209,126.913948,37.4954783,126.913948,0,1,1,0,0,0
37.6000765,126.9049549,37.6150191,126.9049549,37.6150191,126.913948,37.6000765,126.913948,0,2,1,0,0,0
37.6150191,126.9049549,37.629961699999996,126.9049549,37.629961699999996,126.913948,37.6150191,126.913948,0,0,0,0,0,0
37.5851339,126.9049549,37.6000765,126.9049549,37.6000765,126.913948,37.5851339,126.913948,0,1,0,2,0,0
37.5701913,126.9049549,37.585133899999995,126.9049549,37.585133899999995,126.913948,37.5701913,126.913948,0,2,0,1,1,0
37.5403061,126.9049549,37.5552487,126.9049549,37.5552487,126.913948,37.5403061,126.913948,1,2,4,3,2,0
37.5403061,126.913948,37.5552487,126.913948,37.5552487,126.9229411,37.5403061,126.9229411,5,6,11,12,4,2
37.4506505,126.913948,37.4655931,126.913948,37.4655931,126.9229411,37.4506505,126.9229411,0,0,0,0,0,0
37.4655931,126.913948,37.4805357,126.913948,37.4805357,126.9229411,37.4655931,126.9229411,0,1,0,3,0,0
37.4805357,126.913948,37.495478299999995,126.913948,37.495478299999995,126.9229411,37.4805357,126.9229411,0,1,4,4,0,0
37.4954783,126.913948,37.5104209,126.913948,37.5104209,126.9229411,37.4954783,126.9229411,0,1,0,1,1,1
37.5253635,126.913948,37.540306099999995,126.913948,37.540306099999995,126.9229411,37.5253635,126.9229411,5,1,3,2,2,0
37.5701913,126.913948,37.585133899999995,126.913948,37.585133899999995,126.9229411,37.5701913,126.9229411,2,2,0,0,1,0
37.5552487,126.913948,37.5701913,126.913948,37.5701913,126.9229411,37.5552487,126.9229411,1,7,6,8,1,0
37.5851339,126.913948,37.6000765,126.913948,37.6000765,126.9229411,37.5851339,126.9229411,0,3,1,1,3,0
37.6000765,126.913948,37.6150191,126.913948,37.6150191,126.9229411,37.6000765,126.9229411,2,0,2,0,1,2
37.6150191,126.913948,37.629961699999996,126.913948,37.629961699999996,126.9229411,37.6150191,126.9229411,2,1,3,1,3,1
37.6299617,126.913948,37.6449043,126.913948,37.6449043,126.9229411,37.6299617,126.9229411,2,1,0,0,2,0
37.5104209,126.913948,37.5253635,126.913948,37.5253635,126.9229411,37.5104209,126.9229411,0,0,1,0,1,0
37.4954783,126.9229411,37.5104209,126.9229411,37.5104209,126.9319342,37.4954783,126.9319342,1,2,1,0,1,0
37.4805357,126.9229411,37.495478299999995,126.9229411,37.495478299999995,126.9319342,37.4805357,126.9319342,5,3,7,6,5,1
37.5104209,126.9229411,37.5253635,126.9229411,37.5253635,126.9319342,37.5104209,126.9319342,10,1,2,3,3,1
37.4506505,126.9229411,37.4655931,126.9229411,37.4655931,126.9319342,37.4506505,126.9319342,0,0,0,0,0,0
37.4655931,126.9229411,37.4805357,126.9229411,37.4805357,126.9319342,37.4655931,126.9319342,0,0,0,0,0,0
37.5253635,126.9229411,37.540306099999995,126.9229411,37.540306099999995,126.9319342,37.5253635,126.9319342,1,1,1,1,0,0
37.5403061,126.9229411,37.5552487,126.9229411,37.5552487,126.9319342,37.5403061,126.9319342,4,5,1,2,1,0
37.5552487,126.9229411,37.5701913,126.9229411,37.5701913,126.9319342,37.5552487,126.9319342,3,6,8,10,6,0
37.6299617,126.9229411,37.6449043,126.9229411,37.6449043,126.9319342,37.6299617,126.9319342,0,0,1,0,0,0
37.6449043,126.9229411,37.6598469,126.9229411,37.6598469,126.9319342,37.6449043,126.9319342,0,0,0,0,0,0
37.5701913,126.9229411,37.585133899999995,126.9229411,37.585133899999995,126.9319342,37.5701913,126.9319342,0,0,0,0,1,1
37.6150191,126.9229411,37.629961699999996,126.9229411,37.629961699999996,126.9319342,37.6150191,126.9319342,0,1,0,0,0,0
37.6000765,126.9229411,37.6150191,126.9229411,37.6150191,126.9319342,37.6000765,126.9319342,2,4,3,2,3,0
37.5851339,126.9229411,37.6000765,126.9229411,37.6000765,126.9319342,37.5851339,126.9319342,0,1,0,0,0,0
37.4506505,126.9319342,37.4655931,126.9319342,37.4655931,126.9409273,37.4506505,126.9409273,0,0,0,0,0,0
37.4655931,126.9319342,37.4805357,126.9319342,37.4805357,126.9409273,37.4655931,126.9409273,0,2,4,4,1,0
37.4805357,126.9319342,37.495478299999995,126.9319342,37.495478299999995,126.9409273,37.4805357,126.9409273,0,1,2,1,0,0
37.4954783,126.9319342,37.5104209,126.9319342,37.5104209,126.9409273,37.4954783,126.9409273,0,1,1,0,1,0
37.5104209,126.9319342,37.5253635,126.9319342,37.5253635,126.9409273,37.5104209,126.9409273,1,3,0,1,1,0
37.5253635,126.9319342,37.540306099999995,126.9319342,37.540306099999995,126.9409273,37.5253635,126.9409273,0,0,0,0,0,0
37.5403061,126.9319342,37.5552487,126.9319342,37.5552487,126.9409273,37.5403061,126.9409273,2,3,2,4,2,0
37.5552487,126.9319342,37.5701913,126.9319342,37.5701913,126.9409273,37.5552487,126.9409273,4,3,5,3,5,1
37.5701913,126.9319342,37.585133899999995,126.9319342,37.585133899999995,126.9409273,37.5701913,126.9409273,0,1,2,0,0,0
37.5851339,126.9319342,37.6000765,126.9319342,37.6000765,126.9409273,37.5851339,126.9409273,0,0,1,0,0,0
37.6000765,126.9319342,37.6150191,126.9319342,37.6150191,126.9409273,37.6000765,126.9409273,0,0,0,1,0,0
37.6150191,126.9319342,37.629961699999996,126.9319342,37.629961699999996,126.9409273,37.6150191,126.9409273,0,0,0,0,0,0
37.6299617,126.9319342,37.6449043,126.9319342,37.6449043,126.9409273,37.6299617,126.9409273,0,1,0,0,0,0
37.6449043,126.9319342,37.6598469,126.9319342,37.6598469,126.9409273,37.6449043,126.9409273,0,0,0,0,0,0
37.4506505,126.9409273,37.4655931,126.9409273,37.4655931,126.9499204,37.4506505,126.9499204,0,0,0,0,0,0
37.4655931,126.9409273,37.4805357,126.9409273,37.4805357,126.9499204,37.4655931,126.9499204,0,0,1,0,0,0
37.4805357,126.9409273,37.495478299999995,126.9409273,37.495478299999995,126.9499204,37.4805357,126.9499204,0,1,3,2,1,0
37.4954783,126.9409273,37.5104209,126.9409273,37.5104209,126.9499204,37.4954783,126.9499204,1,2,6,0,1,0
37.5104209,126.9409273,37.5253635,126.9409273,37.5253635,126.9499204,37.5104209,126.9499204,1,1,2,3,1,1
37.5253635,126.9409273,37.540306099999995,126.9409273,37.540306099999995,126.9499204,37.5253635,126.9499204,0,1,1,1,1,0
37.5403061,126.9409273,37.5552487,126.9409273,37.5552487,126.9499204,37.5403061,126.9499204,5,2,1,1,2,1
37.5552487,126.9409273,37.5701913,126.9409273,37.5701913,126.9499204,37.5552487,126.9499204,4,0,1,2,2,0
37.5701913,126.9409273,37.585133899999995,126.9409273,37.585133899999995,126.9499204,37.5701913,126.9499204,0,0,0,0,0,0
37.5851339,126.9409273,37.6000765,126.9409273,37.6000765,126.9499204,37.5851339,126.9499204,1,2,0,2,1,1
37.6000765,126.9409273,37.6150191,126.9409273,37.6150191,126.9499204,37.6000765,126.9499204,0,0,0,0,0,0
37.6150191,126.9409273,37.629961699999996,126.9409273,37.629961699999996,126.9499204,37.6150191,126.9499204,0,0,0,0,0,0
37.6299617,126.9409273,37.6449043,126.9409273,37.6449043,126.9499204,37.6299617,126.9499204,0,0,0,0,0,0
37.6449043,126.9409273,37.6598469,126.9409273,37.6598469,126.9499204,37.6449043,126.9499204,0,0,0,0,0,0
37.4506505,126.9499204,37.4655931,126.9499204,37.4655931,126.9589135,37.4506505,126.9589135,0,0,0,0,0,0
37.4655931,126.9499204,37.4805357,126.9499204,37.4805357,126.9589135,37.4655931,126.9589135,1,3,1,2,1,0
37.4805357,126.9499204,37.495478299999995,126.9499204,37.495478299999995,126.9589135,37.4805357,126.9589135,3,1,6,3,3,1
37.4954783,126.9499204,37.5104209,126.9499204,37.5104209,126.9589135,37.4954783,126.9589135,2,3,1,0,2,1
37.5104209,126.9499204,37.5253635,126.9499204,37.5253635,126.9589135,37.5104209,126.9589135,0,0,0,0,0,0
37.5253635,126.9499204,37.540306099999995,126.9499204,37.540306099999995,126.9589135,37.5253635,126.9589135,0,3,1,1,0,0
37.5403061,126.9499204,37.5552487,126.9499204,37.5552487,126.9589135,37.5403061,126.9589135,5,2,1,6,3,0
37.5552487,126.9499204,37.5701913,126.9499204,37.5701913,126.9589135,37.5552487,126.9589135,1,2,0,1,0,0
37.5701913,126.9499204,37.585133899999995,126.9499204,37.585133899999995,126.9589135,37.5701913,126.9589135,0,0,0,0,0,0
37.5851339,126.9499204,37.6000765,126.9499204,37.6000765,126.9589135,37.5851339,126.9589135,0,0,0,0,0,0
37.6000765,126.9499204,37.6150191,126.9499204,37.6150191,126.9589135,37.6000765,126.9589135,0,1,0,0,0,0
37.6150191,126.9499204,37.629961699999996,126.9499204,37.629961699999996,126.9589135,37.6150191,126.9589135,0,0,0,0,0,0
37.6299617,126.9499204,37.6449043,126.9499204,37.6449043,126.9589135,37.6299617,126.9589135,0,0,0,0,0,0
37.6449043,126.9499204,37.6598469,126.9499204,37.6598469,126.9589135,37.6449043,126.9589135,0,0,0,0,0,0
37.5403061,126.9589135,37.5552487,126.9589135,37.5552487,126.96790659999999,37.5403061,126.96790659999999,0,1,1,1,1,0
37.4655931,126.9589135,37.4805357,126.9589135,37.4805357,126.96790659999999,37.4655931,126.96790659999999,2,2,2,1,2,0
37.4805357,126.9589135,37.495478299999995,126.9589135,37.495478299999995,126.96790659999999,37.4805357,126.96790659999999,0,0,0,0,0,0
37.4954783,126.9589135,37.5104209,126.9589135,37.5104209,126.96790659999999,37.4954783,126.96790659999999,0,0,0,0,0,0
37.5104209,126.9589135,37.5253635,126.9589135,37.5253635,126.96790659999999,37.5104209,126.96790659999999,0,0,0,0,0,0
37.5253635,126.9589135,37.540306099999995,126.9589135,37.540306099999995,126.96790659999999,37.5253635,126.96790659999999,4,5,2,2,2,0
37.4506505,126.9589135,37.4655931,126.9589135,37.4655931,126.96790659999999,37.4506505,126.96790659999999,0,0,0,0,0,0
37.5552487,126.9589135,37.5701913,126.9589135,37.5701913,126.96790659999999,37.5552487,126.96790659999999,3,4,0,1,0,0
37.5701913,126.9589135,37.585133899999995,126.9589135,37.585133899999995,126.96790659999999,37.5701913,126.96790659999999,1,0,2,2,1,0
37.5851339,126.9589135,37.6000765,126.9589135,37.6000765,126.96790659999999,37.5851339,126.96790659999999,0,1,0,0,0,0
37.6000765,126.9589135,37.6150191,126.9589135,37.6150191,126.96790659999999,37.6000765,126.96790659999999,1,2,1,1,1,0
37.6150191,126.9589135,37.629961699999996,126.9589135,37.629961699999996,126.96790659999999,37.6150191,126.96790659999999,0,0,0,0,0,0
37.6449043,126.9589135,37.6598469,126.9589135,37.6598469,126.96790659999999,37.6449043,126.96790659999999,0,0,0,0,0,0
37.6299617,126.9589135,37.6449043,126.9589135,37.6449043,126.96790659999999,37.6299617,126.96790659999999,0,0,0,0,0,0
37.5253635,126.9679066,37.540306099999995,126.9679066,37.540306099999995,126.9768997,37.5253635,126.9768997,1,0,1,2,1,0
37.4655931,126.9679066,37.4805357,126.9679066,37.4805357,126.9768997,37.4655931,126.9768997,0,0,0,0,0,0
37.4805357,126.9679066,37.495478299999995,126.9679066,37.495478299999995,126.9768997,37.4805357,126.9768997,1,0,0,0,1,0
37.4954783,126.9679066,37.5104209,126.9679066,37.5104209,126.9768997,37.4954783,126.9768997,0,0,0,0,0,0
37.5104209,126.9679066,37.5253635,126.9679066,37.5253635,126.9768997,37.5104209,126.9768997,2,1,0,0,1,0
37.6150191,126.9679066,37.629961699999996,126.9679066,37.629961699999996,126.9768997,37.6150191,126.9768997,0,0,0,0,0,0
37.4506505,126.9679066,37.4655931,126.9679066,37.4655931,126.9768997,37.4506505,126.9768997,0,0,0,0,0,0
37.5552487,126.9679066,37.5701913,126.9679066,37.5701913,126.9768997,37.5552487,126.9768997,12,2,2,1,3,0
37.5701913,126.9679066,37.585133899999995,126.9679066,37.585133899999995,126.9768997,37.5701913,126.9768997,6,3,2,3,1,0
37.5851339,126.9679066,37.6000765,126.9679066,37.6000765,126.9768997,37.5851339,126.9768997,0,0,0,0,0,0
37.6000765,126.9679066,37.6150191,126.9679066,37.6150191,126.9768997,37.6000765,126.9768997,0,0,0,1,0,0
37.6299617,126.9679066,37.6449043,126.9679066,37.6449043,126.9768997,37.6299617,126.9768997,0,0,0,0,0,0
37.5403061,126.9679066,37.5552487,126.9679066,37.5552487,126.9768997,37.5403061,126.9768997,4,4,1,3,4,0
37.5253635,126.9768997,37.540306099999995,126.9768997,37.540306099999995,126.9858928,37.5253635,126.9858928,0,0,0,0,0,0
37.4655931,126.9768997,37.4805357,126.9768997,37.4805357,126.9858928,37.4655931,126.9858928,3,4,3,4,3,0
37.4805357,126.9768997,37.495478299999995,126.9768997,37.495478299999995,126.9858928,37.4805357,126.9858928,3,1,1,2,1,1
37.4954783,126.9768997,37.5104209,126.9768997,37.5104209,126.9858928,37.4954783,126.9858928,0,0,1,0,0,0
37.5104209,126.9768997,37.5253635,126.9768997,37.5253635,126.9858928,37.5104209,126.9858928,1,0,0,0,0,0
37.5403061,126.9768997,37.5552487,126.9768997,37.5552487,126.9858928,37.5403061,126.9858928,0,0,0,0,0,0
37.5552487,126.9768997,37.5701913,126.9768997,37.5701913,126.9858928,37.5552487,126.9858928,19,7,12,9,6,3
37.5851339,126.9768997,37.6000765,126.9768997,37.6000765,126.9858928,37.5851339,126.9858928,1,0,0,0,0,0
37.6000765,126.9768997,37.6150191,126.9768997,37.6150191,126.9858928,37.6000765,126.9858928,0,0,0,0,0,0
37.6150191,126.9768997,37.629961699999996,126.9768997,37.629961699999996,126.9858928,37.6150191,126.9858928,0,0,0,0,0,0
37.6299617,126.9768997,37.6449043,126.9768997,37.6449043,126.9858928,37.6299617,126.9858928,0,0,0,0,0,0
37.5701913,126.9768997,37.585133899999995,126.9768997,37.585133899999995,126.9858928,37.5701913,126.9858928,7,2,3,7,3,2
37.5253635,126.9858928,37.540306099999995,126.9858928,37.540306099999995,126.9948859,37.5253635,126.9948859,2,2,2,3,2,1
37.4655931,126.9858928,37.4805357,126.9858928,37.4805357,126.9948859,37.4655931,126.9948859,0,1,0,1,1,0
37.5552487,126.9858928,37.5701913,126.9858928,37.5701913,126.9948859,37.5552487,126.9948859,6,2,3,6,2,0
37.4954783,126.9858928,37.5104209,126.9858928,37.5104209,126.9948859,37.4954783,126.9948859,0,0,0,0,0,0
37.5104209,126.9858928,37.5253635,126.9858928,37.5253635,126.9948859,37.5104209,126.9948859,0,0,0,1,0,0
37.5403061,126.9858928,37.5552487,126.9858928,37.5552487,126.9948859,37.5403061,126.9948859,1,0,1,0,1,0
37.6299617,126.9858928,37.6449043,126.9858928,37.6449043,126.9948859,37.6299617,126.9948859,0,0,0,0,0,0
37.5701913,126.9858928,37.585133899999995,126.9858928,37.585133899999995,126.9948859,37.5701913,126.9948859,3,2,3,3,1,1
37.6000765,126.9858928,37.6150191,126.9858928,37.6150191,126.9948859,37.6000765,126.9948859,0,0,0,0,0,0
37.6150191,126.9858928,37.629961699999996,126.9858928,37.629961699999996,126.9948859,37.6150191,126.9948859,0,0,0,0,0,0
37.6449043,126.9858928,37.6598469,126.9858928,37.6598469,126.9948859,37.6449043,126.9948859,0,0,0,0,0,0
37.5851339,126.9858928,37.6000765,126.9858928,37.6000765,126.9948859,37.5851339,126.9948859,0,1,0,0,0,0
37.4805357,126.9858928,37.495478299999995,126.9858928,37.495478299999995,126.9948859,37.4805357,126.9948859,2,2,3,4,2,0
37.5552487,126.9948859,37.5701913,126.9948859,37.5701913,127.003879,37.5552487,127.003879,1,6,0,2,2,0
37.4655931,126.9948859,37.4805357,126.9948859,37.4805357,127.003879,37.4655931,127.003879,1,0,0,0,0,0
37.4805357,126.9948859,37.495478299999995,126.9948859,37.495478299999995,127.003879,37.4805357,127.003879,2,1,2,1,1,1
37.4954783,126.9948859,37.5104209,126.9948859,37.5104209,127.003879,37.4954783,127.003879,3,4,1,4,1,0
37.5104209,126.9948859,37.5253635,126.9948859,37.5253635,127.003879,37.5104209,127.003879,0,0,0,2,0,0
37.5253635,126.9948859,37.540306099999995,126.9948859,37.540306099999995,127.003879,37.5253635,127.003879,1,4,4,4,0,0
37.5403061,126.9948859,37.5552487,126.9948859,37.5552487,127.003879,37.5403061,127.003879,0,0,0,0,0,0
37.5701913,126.9948859,37.585133899999995,126.9948859,37.585133899999995,127.003879,37.5701913,127.003879,4,4,2,2,3,2
37.6000765,126.9948859,37.6150191,126.9948859,37.6150191,127.003879,37.6000765,127.003879,0,0,0,0,0,0
37.6150191,126.9948859,37.629961699999996,126.9948859,37.629961699999996,127.003879,37.6150191,127.003879,0,0,0,0,0,0
