bottom_left_y,bottom_left_x,bottom_right_y,bottom_right_x,top_left_y,top_left_x,top_right_y,top_right_x,starbucks,seven11,gs25,olive0,mcdonalds,cu
37.5552507,126.76556219999999,37.5552507,126.7700588,37.5627221,126.76556219999999,37.5627221,126.7700588,0,0,0,0,0,0
37.5552507,126.7700588,37.5552507,126.7745554,37.5627221,126.7700588,37.5627221,126.7745554,0,0,0,0,0,0
37.5552507,126.7745554,37.5552507,126.77905200000001,37.5627221,126.7745554,37.5627221,126.77905200000001,0,0,0,0,0,0
37.547779299999995,126.77905200000001,37.547779299999995,126.7835486,37.5552507,126.77905200000001,37.5552507,126.7835486,0,0,0,0,0,0
37.5552507,126.77905200000001,37.5552507,126.7835486,37.5627221,126.77905200000001,37.5627221,126.7835486,0,0,0,0,0,0
37.5627221,126.77905200000001,37.5627221,126.7835486,37.5701935,126.77905200000001,37.5701935,126.7835486,0,0,0,0,0,0
37.547779299999995,126.7835486,37.547779299999995,126.7880452,37.5552507,126.7835486,37.5552507,126.7880452,0,0,0,0,0,0
37.5552507,126.7835486,37.5552507,126.7880452,37.5627221,126.7835486,37.5627221,126.7880452,0,0,0,0,0,0
37.5627221,126.7835486,37.5627221,126.7880452,37.5701935,126.7835486,37.5701935,126.7880452,0,0,0,0,0,0
37.5701935,126.7835486,37.5701935,126.7880452,37.577664899999995,126.7835486,37.577664899999995,126.7880452,0,0,0,0,0,0
37.547779299999995,126.7880452,37.547779299999995,126.79254180000001,37.5552507,126.7880452,37.5552507,126.79254180000001,0,0,0,0,0,0
37.5552507,126.7880452,37.5552507,126.79254180000001,37.5627221,126.7880452,37.5627221,126.79254180000001,0,0,0,0,0,0
37.5627221,126.7880452,37.5627221,126.79254180000001,37.5701935,126.7880452,37.5701935,126.79254180000001,0,0,0,0,0,0
37.5701935,126.7880452,37.5701935,126.79254180000001,37.577664899999995,126.7880452,37.577664899999995,126.79254180000001,0,0,0,0,0,0
37.547779299999995,126.79254180000001,37.547779299999995,126.7970384,37.5552507,126.79254180000001,37.5552507,126.7970384,0,0,0,0,0,0
37.5552507,126.79254180000001,37.5552507,126.7970384,37.5627221,126.79254180000001,37.5627221,126.7970384,0,0,0,0,0,0
37.5627221,126.79254180000001,37.5627221,126.7970384,37.5701935,126.79254180000001,37.5701935,126.7970384,0,0,0,0,0,0
37.5701935,126.79254180000001,37.5701935,126.7970384,37.577664899999995,126.79254180000001,37.577664899999995,126.7970384,0,0,0,0,0,0
37.577664899999995,126.79254180000001,37.577664899999995,126.7970384,37.585136299999995,126.79254180000001,37.585136299999995,126.7970384,0,0,0,0,0,0
37.540307899999995,126.7970384,37.540307899999995,126.80153500000002,37.547779299999995,126.7970384,37.547779299999995,126.80153500000002,0,0,0,0,0,0
37.547779299999995,126.7970384,37.547779299999995,126.80153500000002,37.5552507,126.7970384,37.5552507,126.80153500000002,0,0,0,0,0,0
37.5552507,126.7970384,37.5552507,126.80153500000002,37.5627221,126.7970384,37.5627221,126.80153500000002,0,0,0,0,0,0
37.5627221,126.7970384,37.5627221,126.80153500000002,37.5701935,126.7970384,37.5701935,126.80153500000002,0,0,0,0,0,0
37.5701935,126.7970384,37.5701935,126.80153500000002,37.577664899999995,126.7970384,37.577664899999995,126.80153500000002,0,0,0,0,0,0
37.577664899999995,126.7970384,37.577664899999995,126.80153500000002,37.585136299999995,126.7970384,37.585136299999995,126.80153500000002,0,1,0,0,0,0
37.585136299999995,126.7970384,37.585136299999995,126.80153500000002,37.5926077,126.7970384,37.5926077,126.80153500000002,0,0,0,0,0,0
37.547779299999995,126.80153500000002,37.547779299999995,126.80603159999998,37.5552507,126.80153500000002,37.5552507,126.80603159999998,0,0,0,0,0,0
37.5552507,126.80153500000002,37.5552507,126.80603159999998,37.5627221,126.80153500000002,37.5627221,126.80603159999998,0,0,0,0,0,0
37.5627221,126.80153500000002,37.5627221,126.80603159999998,37.5701935,126.80153500000002,37.5701935,126.80603159999998,0,0,0,0,0,0
37.5701935,126.80153500000002,37.5701935,126.80603159999998,37.577664899999995,126.80153500000002,37.577664899999995,126.80603159999998,0,0,0,1,0,0
37.577664899999995,126.80153500000002,37.577664899999995,126.80603159999998,37.585136299999995,126.80153500000002,37.585136299999995,126.80603159999998,0,0,0,0,0,0
37.585136299999995,126.80153500000002,37.585136299999995,126.80603159999998,37.5926077,126.80153500000002,37.5926077,126.80603159999998,0,0,0,0,0,0
37.5926077,126.80153500000002,37.5926077,126.80603159999998,37.6000791,126.80153500000002,37.6000791,126.80603159999998,0,0,0,0,0,0
37.6000791,126.80153500000002,37.6000791,126.80603159999998,37.6075505,126.80153500000002,37.6075505,126.80603159999998,0,0,0,0,0,0
37.547779299999995,126.80603159999998,37.547779299999995,126.81052820000001,37.5552507,126.80603159999998,37.5552507,126.81052820000001,0,0,0,0,0,0
37.5552507,126.80603159999998,37.5552507,126.81052820000001,37.5627221,126.80603159999998,37.5627221,126.81052820000001,0,0,0,1,1,1
37.5627221,126.80603159999998,37.5627221,126.81052820000001,37.5701935,126.80603159999998,37.5701935,126.81052820000001,0,0,0,0,0,0
37.5701935,126.80603159999998,37.5701935,126.81052820000001,37.577664899999995,126.80603159999998,37.577664899999995,126.81052820000001,0,0,1,0,0,0
37.577664899999995,126.80603159999998,37.577664899999995,126.81052820000001,37.585136299999995,126.80603159999998,37.585136299999995,126.81052820000001,0,0,0,0,0,0
37.585136299999995,126.80603159999998,37.585136299999995,126.81052820000001,37.5926077,126.80603159999998,37.5926077,126.81052820000001,0,0,0,0,0,0
37.5926077,126.80603159999998,37.5926077,126.81052820000001,37.6000791,126.80603159999998,37.6000791,126.81052820000001,0,0,0,0,0,0
37.6000791,126.80603159999998,37.6000791,126.81052820000001,37.6075505,126.80603159999998,37.6075505,126.81052820000001,0,0,0,0,0,0
37.547779299999995,126.81052820000001,37.547779299999995,126.8150248,37.5552507,126.81052820000001,37.5552507,126.8150248,0,0,0,0,0,0
37.5552507,126.81052820000001,37.5552507,126.8150248,37.5627221,126.81052820000001,37.5627221,126.8150248,0,0,0,0,0,1
37.5627221,126.81052820000001,37.5627221,126.8150248,37.5701935,126.81052820000001,37.5701935,126.8150248,0,0,0,0,0,0
37.5701935,126.81052820000001,37.5701935,126.8150248,37.577664899999995,126.81052820000001,37.577664899999995,126.8150248,0,0,0,1,0,0
37.577664899999995,126.81052820000001,37.577664899999995,126.8150248,37.585136299999995,126.81052820000001,37.585136299999995,126.8150248,0,0,0,0,0,0
37.585136299999995,126.81052820000001,37.585136299999995,126.8150248,37.5926077,126.81052820000001,37.5926077,126.8150248,0,0,0,0,0,0
37.5926077,126.81052820000001,37.5926077,126.8150248,37.6000791,126.81052820000001,37.6000791,126.8150248,0,0,0,0,0,0
37.4954795,126.81502479999999,37.4954795,126.81952140000001,37.502950899999995,126.81502479999999,37.502950899999995,126.81952140000001,0,0,0,0,0,0
37.547779299999995,126.81502479999999,37.547779299999995,126.81952140000001,37.5552507,126.81502479999999,37.5552507,126.81952140000001,0,0,0,0,0,1
37.5552507,126.81502479999999,37.5552507,126.81952140000001,37.5627221,126.81502479999999,37.5627221,126.81952140000001,0,0,0,0,0,0
37.5627221,126.81502479999999,37.5627221,126.81952140000001,37.5701935,126.81502479999999,37.5701935,126.81952140000001,0,1,0,1,0,0
37.5701935,126.81502479999999,37.5701935,126.81952140000001,37.577664899999995,126.81502479999999,37.577664899999995,126.81952140000001,1,0,1,0,0,0
37.577664899999995,126.81502479999999,37.577664899999995,126.81952140000001,37.585136299999995,126.81502479999999,37.585136299999995,126.81952140000001,0,0,0,0,0,0
37.585136299999995,126.81502479999999,37.585136299999995,126.81952140000001,37.5926077,126.81502479999999,37.5926077,126.81952140000001,0,0,0,0,0,0
37.5926077,126.81502479999999,37.5926077,126.81952140000001,37.6000791,126.81502479999999,37.6000791,126.81952140000001,0,0,0,0,0,0
