지점명,지점주소,y,x
올리브영 강남 플래그십,서울 서초구 강남대로 429 동일빌딩 1~3층,37.5007943673082,127.025772945159
올리브영 관악 타운,서울 관악구 관악로 171,37.4805535066406,126.952233265214
올리브영 가로수길타운,서울 강남구 도산대로 133,37.5179250197288,127.023005667551
올리브영 홍대타운,서울 마포구 양화로 156 엘지팰리스 1층,37.5561130617043,126.923446601456
올리브영 강남시티점,서울 강남구 테헤란로1길 30 1층 및 지하1층,37.5002893174681,127.027529851747
올리브영 강남우성점,서울 강남구 강남대로 320 황화빌딩 1층,37.4918533105983,127.03104820955
올리브영 건대입구점,서울 광진구 동일로22길 115 1층,37.5407636585904,127.070462165241
올리브영 마곡나루역점,서울 강서구 마곡서로 152 두산더랜드타워 B동 105~107호,37.5677107355183,126.825645363269
올리브영 명동중앙점,서울 중구 명동길 26 유네스코회관 1층,37.5634574532023,126.983764788709
올리브영 신촌역점,서울 서대문구 신촌로 79,37.556000258611,126.935189216315
올리브영 강남 타운,서울 강남구 강남대로 372,37.4960350270018,127.029070411585
올리브영 돈암중앙점,서울 성북구 동소문로 118 1층,37.5933260265911,127.018175678094
올리브영 종각점,서울 종로구 종로 61 1층,37.5704387090404,126.984278202232
올리브영 성신여대입구역점,서울 성북구 아리랑로 9,37.5937320611385,127.015978183574
올리브영 시청역점,서울 중구 세종대로16길 1 1층,37.5635395136491,126.977115909353
올리브영 강남역사거리점,서울 서초구 서초대로77길 3 아라타워 1층,37.4980609129976,127.026504807476
올리브영 사당점,서울 동작구 동작대로 29 금강빌딩,37.4791357523828,126.981345854035
올리브영 종로1가점,서울 종로구 종로 19 르메이에르종로타운 1층,37.5708444878121,126.979923668151
올리브영 청담사거리점,서울 강남구 도산대로89길 8 LH빌딩 1층,37.5251096681023,127.050597749548
올리브영 학동중앙점,서울 강남구 도산대로 326,37.5223519106434,127.03774745119
올리브영 신논현역점,서울 강남구 강남대로 480 1층,37.5052902844477,127.024555185432
올리브영 선정릉역점,서울 강남구 선릉로 602 1층,37.5106453453276,127.044013943312
올리브영 선릉로점,서울 강남구 테헤란로64길 20 원동방빌딩 1층,37.5036212499537,127.051264642306
올리브영 강남역센트럴점,"서울 강남구 테헤란로4길 6 1층 120,121호",37.4976674173806,127.029286360295
올리브영 홍대중앙점,"서울 마포구 어울마당로 68 해창빌딩 1,2층",37.5510972767862,126.921493947022
올리브영 수유 타운,서울 강북구 도봉로 336,37.6376847950519,127.025692922639
올리브영 서울대입구역점,서울 관악구 남부순환로 1838,37.480431385536,126.953962484327
올리브영 역삼점,서울 강남구 테헤란로 115 서림빌딩 1층,37.4990612091283,127.029905723263
