,지점명,지점주소
456,CU 역삼진미점,서울 강남구 강남대로94길 88
457,CU 원효대로점,서울 용산구 원효로 154
458,CU 강남신동아점,서울 강남구 광평로47길 17
459,CU 문정파인타운점,서울 송파구 새말로 153
460,CU 서초써밋점,서울 서초구 서운로 207
461,CU 방배명성점,서울 서초구 방배천로2안길 77
462,CU 목동동로점,서울 양천구 목동서로 285 황금프라자1층 103
463,CU 서교보석점,서울 마포구 월드컵로8길 27 1층
464,CU 강남해커스점,서울 서초구 강남대로61길 13
465,CU 청담경원점,서울 강남구 도산대로 446 경원하이츠텔 1층
466,CU 개봉삼환점,"서울 구로구 남부순환로95길 54 1층 상가동 111호,112호"
467,CU 서울대우신점,서울 관악구 관악로16길 26
468,CU 월드컵공원점,서울 마포구 월드컵로 190
469,CU 마포창전점,서울 마포구 서강로3길 5
470,CU 역촌오거리점,서울 은평구 진흥로 114
471,CU 강서가로공원점,서울 강서구 가로공원로 216
472,CU 양재2동점,서울 서초구 마방로6길 7-39
473,CU 구로파트너점,"서울 구로구 디지털로32가길 16 파트너스타워2, 103호"
474,CU 서울숲A타워점,서울 성동구 상원1길 26
475,CU 계동현대점,서울 종로구 계동길 19 1층
476,CU 화랑대역점,서울 노원구 노원로1길 67
477,CU 답십리삼성위브점,서울 동대문구 답십리로 130 1층 102동 5호
478,CU 삼풍중앙점,서울 서초구 서초중앙로28길 10
479,CU 석촌호수점,서울 송파구 송파대로49길 65
480,CU 마곡엘리안점,"서울 강서구 강서로 409 엘리안오피스텔 1층 111, 112호"
481,CU 논현성원점,서울 강남구 선릉로115길 27
482,CU 중랑신내점,서울 중랑구 신내로 71
483,CU 은평여왕점,서울 은평구 은평로 200
484,CU C놀다가게강남점,서울 강남구 강남대로94길 10
485,CU 상계소영점,"서울 노원구 노원로 560 101,102,103호"
486,CU 신내경남점,서울 중랑구 봉화산로56길 120
487,CU 북아현뉴타운점,서울 서대문구 신촌로35길 10
488,CU 옥수삼성점,서울 성동구 독서당로 210
489,CU 마포래미안푸르지오점,서울 마포구 아현동 777 마포래미안푸르지오1단지상가 1층
490,CU 논현윤진점,서울 강남구 논현로119길 54
491,CU 남가좌현대점,서울 서대문구 가재울로 46
492,CU 역삼타운점,서울 강남구 언주로75길 16 1층
493,CU 금천하이시티점,"서울 금천구 가산디지털1로 131 BYC하이시티지식산업센터 108,109"
494,CU 양평SK엔카점,서울 영등포구 선유로43길 27 청우오토프라자 131호
495,CU 태릉엠코점,서울 노원구 동일로 986
496,CU 중구청점,서울 중구 창경궁로 6 부성빌딩 1층
497,CU 이태원힐점,서울 용산구 우사단로4길 1
498,CU 석계역점,서울 노원구 화랑로 347
499,CU 동대문도서관점,서울 동대문구 천호대로2길 23-17
