,지점명,지점주소
414,스타벅스 을지로내외빌딩R점,서울 중구 을지로 51
415,스타벅스 여의도ABL타워점,서울 영등포구 의사당대로 147 여의도ABL타워 1층
416,스타벅스 역삼아레나빌딩점,서울 강남구 언주로 425
417,스타벅스 봉은사로선정릉점,서울 강남구 봉은사로 446
418,스타벅스 교대법원점,서울 서초구 서초중앙로 164 1층
419,스타벅스 황학캐슬점,서울 중구 청계천로 400 이마트 1층
420,스타벅스 종로수송점,서울 종로구 종로5길 30
421,스타벅스 동숭로아트점,서울 종로구 동숭길 110
422,스타벅스 서초중앙로점,서울 서초구 서초중앙로 225 1~2층
423,스타벅스 무교동점,서울 중구 무교로 21 코오롱 빌딩 1층
424,스타벅스 새문안로점,"서울 종로구 새문안로 92 광화문 오피시아빌딩 1, 2층"
425,스타벅스 아현역점,서울 서대문구 신촌로35길 10 e편한세상신촌4단지 상가 1층
426,스타벅스 성수낙낙점,서울 성동구 광나루로8길 31 성수SKV1 2동 1층 101~107호
427,스타벅스 숭례문북창점,서울 중구 세종대로12길 12
428,스타벅스 을지로한국빌딩점,서울 중구 을지로 50 1층
429,스타벅스 역삼럭키점,서울 강남구 도곡로 183
430,스타벅스 삼성도심공항점,서울 강남구 테헤란로87길 33 지상 1층
431,스타벅스 대치사거리점,서울 강남구 삼성로 402
432,스타벅스 하이테크시티점,서울 영등포구 경인로 775 에이스하이테크시티 1-105호
433,스타벅스 연세백양로점,서울 서대문구 연세로 50
434,스타벅스 서울극장점,서울 종로구 돈화문로 13 서울극장 1층
435,스타벅스 서초파라곤점,서울 서초구 서초대로74길 29 서초파라곤 제1층 제106호
436,스타벅스 충정로역점,서울 서대문구 충정로3가 470
437,스타벅스 뉴코아강남점,서울 서초구 잠원로 69 킴스클럽 1층
438,스타벅스 구로NC,서울 구로구 구로중앙로 152
439,스타벅스 가산브이타워점,서울 금천구 가산디지털1로 128
440,스타벅스 여의도일신점,서울 영등포구 은행로 11
441,스타벅스 월계트레이더스점,서울 노원구 마들로3길 17
442,스타벅스 역삼포스코점,서울 강남구 테헤란로 134 포스코 P&S타워 1층
443,스타벅스 엔터식스한양대점,서울 성동구 왕십리로 241 서울숲더샾 엔터식스내 지하 1층
444,스타벅스 광화문우체국점,서울 종로구 종로 6
445,스타벅스 예술의전당점,서울 서초구 남부순환로323길 1 1층
446,스타벅스 신촌아트레온점,서울 서대문구 신촌로 129 1~2층
447,스타벅스 광장점,서울 광진구 아차산로 537-17 광장힐스테이트아파트 상가동 14호
448,스타벅스 목동5단지점,서울 양천구 목동동로 411 부영그린타운3차 116호
449,스타벅스 몽촌토성역점,서울 송파구 위례성대로 6
450,스타벅스 대치역점,서울 강남구 남부순환로 2936 윈플러스상가 107호
451,스타벅스 목동7단지점,서울 양천구 목동서로 213 세션비전프라자 1층 107호
452,스타벅스 가산그레이트점,서울 금천구 디지털로9길 32 갑을 그레이트 밸리 1층
453,스타벅스 숭례문점,서울 중구 세종대로 17 1층
454,스타벅스 서소문점,서울 중구 서소문로 130 1층
455,스타벅스 서소문로점,서울 중구 서소문로 120
456,스타벅스 GS타워점,서울 강남구 논현로 508 GS타워 지하 1층
457,스타벅스 큰길타워점,서울 강남구 테헤란로 223 큰길타워 1층
458,스타벅스 이마빌딩점,서울 종로구 종로1길 42
459,스타벅스 타임스퀘어R점,서울 영등포구 영중로 15
460,스타벅스 대한극장점,"서울 중구 퇴계로 212 1,2층"
461,스타벅스 포스코사거리,서울 강남구 테헤란로 505 화진빌딩
462,스타벅스 신세계아이앤씨점,서울 구로구 디지털로31길 61 신세계 I&C 빌딩 1층
463,스타벅스 용산리첸시아점,서울 용산구 백범로 341 102동 1층
464,스타벅스 구로하이엔드점,서울 구로구 디지털로26길 5 에이스 하이엔드 타워
465,스타벅스 현대목동점,서울 양천구 목동동로 257 현대백화점 목동점 지하 2층
466,스타벅스 을지로삼화타워점,서울 중구 을지로5길 16 삼화타워 1층
467,스타벅스 마포이마트점,서울 마포구 백범로 212 대우월드마크 공덕이마트2층
468,스타벅스 회현역점,서울 중구 퇴계로 72
469,스타벅스 W-mall점,서울 금천구 디지털로 188 B1
470,스타벅스 연대점,"서울 서대문구 연세로 35 2,3,4층"
471,스타벅스 여의도IFC몰(L1)R점,서울 영등포구 국제금융로 10
472,스타벅스 묵동이마트점,서울 중랑구 동일로 932 지하1층
473,스타벅스 압구정윤성빌딩점,서울 강남구 논현로 834
474,스타벅스 경기대점,서울 서대문구 충정로 53 유원골든타워102호
475,스타벅스 천호대로길동점,서울 강동구 천호대로 1131 거산유팰리스
476,스타벅스 목동파리공원점,서울 양천구 목동동로 377
477,스타벅스 목동행복한점,서울 양천구 목동동로 309
478,스타벅스 목동파라곤점,서울 양천구 목동서로 155 지하2층
479,스타벅스 성수이마트,서울 성동구 뚝섬로 379
480,스타벅스 롯데캐슬여의도점,서울 영등포구 의사당대로 127 롯데캐슬 엠파이어 1층 104호
481,스타벅스 동숭길입구점,서울 종로구 대학로 146 혜화동씨티밸리 101호
482,스타벅스 당산역사거리점,서울 영등포구 양평로 47
483,스타벅스 남산스테이트점,서울 중구 퇴계로 100 스테이트타워 남산 지하1층 B107호
484,스타벅스 미아이마트점,서울 성북구 도봉로 17
485,스타벅스 종로구청,서울 종로구 삼봉로 71
486,스타벅스 태평로점,서울 중구 세종대로 72 대영빌딩 1층
487,스타벅스 스페이스본점,"서울 종로구 사직로8길 4 광화문 풍림 스페이스본 201동 109호,110호"
488,스타벅스 신사역성일빌딩점,서울 강남구 강남대로 584 성일빌딩 1층
489,스타벅스 천호사거리점,서울 강동구 올림픽로 651
490,스타벅스 목동트라팰리스점,서울 양천구 오목로 299
491,스타벅스 남산단암점,서울 중구 소월로 10 단암빌딩
492,스타벅스 봉은사역점,서울 강남구 봉은사로 619
493,스타벅스 순화동더샵점,서울 중구 칠패로 27 포스코더# A동 102호
494,스타벅스 포스코점,서울 강남구 삼성로86길 7 1층
495,스타벅스 타임스퀘어점,서울 영등포구 영중로 15 2층
496,스타벅스 소공로점,서울 중구 남대문로7길 19 삼영빌딩 1층
497,스타벅스 순화동에이스점,서울 중구 통일로 92 1층
498,스타벅스 을지로국제빌딩점,서울 중구 남대문로 109
499,스타벅스 명동메트로점,서울 중구 명동9가길 14 메트로호텔 1층
