,지점명,지점주소
432,GS25 송파잠실점,서울 송파구 도곡로 454 정도빌딩 1층
433,GS25 창동시티점,서울 도봉구 노해로69길 26 108호
434,GS25 마포금솔점,서울 마포구 만리재옛길 46
435,GS25 마포구청역점,서울 마포구 월드컵로 196
436,GS25 봉천우성점,서울 관악구 관악로28길 20
437,GS25 여의파이낸스점,서울 영등포구 국제금융로2길 32
438,GS25 마포양화로점,서울 마포구 양화로10길 15
439,GS25 소공점,서울 중구 남대문로7길 15
440,GS25 강남드림하이점,서울 강남구 헌릉로569길 21-30 드림하이오피스텔 104호
441,GS25 역삼흑룡점,서울 강남구 역삼로11길 5
442,GS25 을지2가장교점,서울 중구 을지로9길 8
443,GS25 합정당인점,서울 마포구 독막로8길 27 1층
444,GS25 녹번유림점,서울 은평구 통일로 626
445,GS25 삼전나루점,서울 송파구 백제고분로21길 34 1층
446,GS25 도화새창점,서울 마포구 새창로 14
447,GS25 창동쌍문점,서울 도봉구 도봉로110나길 48
448,GS25 목동리치점,서울 양천구 목동중앙북로7가길 61
449,GS25 보라매로점,서울 영등포구 신풍로 113
450,GS25 화곡한나점,서울 강서구 강서로5나길 21 한나빌딩 1층
451,GS25 종로타워점,서울 종로구 종로 33
452,GS25 광장점,서울 광진구 광장로 82
453,GS25 서일대학점,서울 중랑구 용마산로 388
454,GS25 구로영흥점,서울 구로구 새말로 30
455,GS25 용산보광점,서울 용산구 보광로 46
456,GS25 북가좌점,서울 서대문구 응암로 87
457,GS25 논현은선점,서울 강남구 선릉로127길 12 현진빌딩 1층
458,GS25 서대문점,서울 서대문구 통일로 131
